Description	NES_A549	NES_Calu-3	NES_HepG2	NES_U937	p.adjust_A549	p.adjust_Calu-3	p.adjust_HepG2	p.adjust_U937
negative regulation of androgen receptor signaling pathway	NA	1.81673331380017	NA	NA	NA	0.00926985047575445	NA	NA
serine family amino acid biosynthetic process	NA	1.79480023924022	NA	NA	NA	0.00928296734236197	NA	NA
regulation of protein catabolic process in the vacuole	NA	1.7932033067603	NA	1.60095736797651	NA	0.00928296734236197	NA	0.0297343812375656
ionotropic glutamate receptor signaling pathway	NA	1.78439587523501	NA	NA	NA	0.00928296734236197	NA	NA
morphogenesis of an endothelium	NA	1.78321715857259	NA	NA	NA	0.00928296734236197	NA	NA
endothelial tube morphogenesis	NA	1.78321715857259	NA	NA	NA	0.00928296734236197	NA	NA
alditol metabolic process	NA	1.78359710470906	NA	NA	NA	0.00928914173993066	NA	NA
response to UV-A	NA	1.79860747561523	-1.70833771763826	1.54827377923479	NA	0.00939986048194996	0.0452790581653162	0.0409636835365508
regulation of natural killer cell activation	NA	1.81762696833509	NA	NA	NA	0.00951916978149776	NA	NA
response to testosterone	NA	1.74499809502354	NA	NA	NA	0.00952164080505379	NA	NA
mesenchymal cell proliferation	NA	1.74340222492281	-2.16341523509509	NA	NA	0.00952164080505379	4.00583854835795e-05	NA
glutamate receptor signaling pathway	NA	1.74865539687084	NA	NA	NA	0.00952408496157433	NA	NA
mast cell degranulation	NA	1.73543880526847	-1.73005324698348	NA	NA	0.00953665899302527	0.0152859875430095	NA
bronchus development	NA	1.80286432552917	NA	NA	NA	0.00956772331731991	NA	NA
pharyngeal arch artery morphogenesis	NA	1.80232729338611	NA	NA	NA	0.00956772331731991	NA	NA
cellular response to amyloid-beta	NA	1.68333874760687	NA	1.77409628768592	NA	0.00960589843496542	NA	0.00269494459291773
cellular response to peptide	NA	1.80971791510469	NA	NA	NA	0.00961767430000485	NA	NA
stimulatory C-type lectin receptor signaling pathway	NA	1.82258350852573	NA	NA	NA	0.00964068590266296	NA	NA
response to lectin	NA	1.82258350852573	NA	NA	NA	0.00964068590266296	NA	NA
cellular response to lectin	NA	1.82258350852573	NA	NA	NA	0.00964068590266296	NA	NA
venous blood vessel development	NA	1.79038158790129	NA	1.67115389846304	NA	0.00964068590266296	NA	0.0163661135120821
branching involved in blood vessel morphogenesis	NA	1.78990252287048	-1.91025572457598	NA	NA	0.00964068590266296	0.00208278745721562	NA
carbohydrate phosphorylation	NA	1.74383812398319	NA	NA	NA	0.0096474914153336	NA	NA
astrocyte activation	NA	1.74191522999865	NA	NA	NA	0.0096474914153336	NA	NA
photoperiodism	NA	1.73266173651207	NA	1.57450325161755	NA	0.00976233909671554	NA	0.0322017991512204
mast cell activation involved in immune response	NA	1.70208090875874	-1.67785103258377	1.51214755119458	NA	0.00978224391487362	0.0225644226489921	0.0336264984876531
forebrain cell migration	NA	1.67262066431522	NA	1.60159221270639	NA	0.00979705488058227	NA	0.0141007203217071
bile acid biosynthetic process	NA	1.68106077065608	NA	NA	NA	0.0099555003426093	NA	NA
regulation of cell-cell adhesion mediated by cadherin	NA	1.80153872243208	NA	NA	NA	0.010012140378163	NA	NA
heart formation	NA	1.81289694634672	NA	NA	NA	0.0101315430287383	NA	NA
positive regulation of branching involved in ureteric bud morphogenesis	NA	1.82063086757847	NA	1.64869104067421	NA	0.0101344070234328	NA	0.0162340785036989
sphingomyelin metabolic process	NA	1.77484731749697	NA	NA	NA	0.0101344070234328	NA	NA
organ or tissue specific immune response	NA	-1.80711526525763	NA	NA	NA	0.0101410417429359	NA	NA
negative regulation of lipid transport	NA	1.73966662903058	NA	NA	NA	0.0101744490911838	NA	NA
regulation of the force of heart contraction	NA	1.79908530417038	NA	NA	NA	0.0102533230215771	NA	NA
positive regulation of macrophage migration	NA	1.75419573558722	NA	1.77469293645574	NA	0.0102562259967535	NA	0.00596984112703286
sperm axoneme assembly	NA	-1.80228811685946	NA	NA	NA	0.0102641654772129	NA	NA
regulation of cation channel activity	NA	1.59556600642593	NA	NA	NA	0.0102641654772129	NA	NA
spliceosomal tri-snRNP complex assembly	NA	-1.80052430945498	-2.01812172634411	2.04506683670996	NA	0.0103151974682225	0.000884087390961157	9.76547656388028e-05
positive regulation of dendrite morphogenesis	NA	1.75516036019569	NA	1.69810575385577	NA	0.0103215071413655	NA	0.00746097327885739
positive regulation of post-transcriptional gene silencing	NA	1.79015513913139	NA	NA	NA	0.0104319900560205	NA	NA
positive regulation of post-transcriptional gene silencing by RNA	NA	1.79015513913139	NA	NA	NA	0.0104319900560205	NA	NA
positive regulation of miRNA-mediated gene silencing	NA	1.79015513913139	NA	NA	NA	0.0104319900560205	NA	NA
regulation of lipopolysaccharide-mediated signaling pathway	NA	1.73081554579861	NA	1.88722450609224	NA	0.0105213654038982	NA	0.00118586716317428
lipid export from cell	NA	1.6954416916751	NA	NA	NA	0.0106060467488161	NA	NA
embryonic digestive tract development	NA	1.73263150724158	NA	NA	NA	0.0106613399496159	NA	NA
negative regulation of natural killer cell mediated cytotoxicity	NA	1.81456976344359	NA	NA	NA	0.0107254617267337	NA	NA
regulation of gene silencing by regulatory ncRNA	NA	1.7350447713231	NA	1.59995820793032	NA	0.0107996071920026	NA	0.0195026240033676
G1 to G0 transition	NA	1.79194403507988	NA	NA	NA	0.0108455626788781	NA	NA
iron coordination entity transport	NA	1.77918478556584	NA	NA	NA	0.0108455626788781	NA	NA
regulation of apoptotic process involved in morphogenesis	NA	1.77674117617307	NA	NA	NA	0.0108455626788781	NA	NA
regulation of apoptotic process involved in development	NA	1.77674117617307	NA	NA	NA	0.0108455626788781	NA	NA
AMP metabolic process	NA	1.76421026442321	NA	1.85009839327727	NA	0.0108455626788781	NA	0.00155642394581039
adult behavior	NA	1.54861958017613	-1.46059787339553	NA	NA	0.0109073553756171	0.0402416454445976	NA
embryonic hemopoiesis	NA	1.79079657451438	NA	1.72677200526308	NA	0.0109529624824064	NA	0.011616546912748
positive regulation of protein-containing complex disassembly	NA	1.77765801365705	NA	1.64244908425467	NA	0.0109529624824064	NA	0.0141050775193549
cellular response to nitric oxide	NA	1.76866387281667	NA	NA	NA	0.0110979285570562	NA	NA
metanephric nephron development	NA	1.77394116315494	-1.69690267804672	NA	NA	0.0111139238492964	0.0175034154391132	NA
regulation of dendritic spine maintenance	NA	1.78891889057529	NA	1.58067064440842	NA	0.0112151736327523	NA	0.043866196699928
regulation of lipase activity	NA	1.76204592290541	NA	NA	NA	0.0112151736327523	NA	NA
positive regulation of ossification	NA	1.65364229333429	NA	NA	NA	0.0112312498703304	NA	NA
catecholamine transport	NA	1.68655338239542	-1.76752108915066	NA	NA	0.0112863191998953	0.0111421490853448	NA
positive regulation of cartilage development	NA	1.75797335340225	NA	NA	NA	0.0113044945894572	NA	NA
amyloid-beta clearance	NA	1.79103286500408	NA	1.70446207524576	NA	0.0113204441273333	NA	0.00666904837879112
negative regulation of receptor binding	NA	1.77823556245504	NA	NA	NA	0.011329266160451	NA	NA
regulation of myotube differentiation	NA	1.76997255197147	-1.6241847305469	NA	NA	0.011329266160451	0.0266770663671428	NA
female sex differentiation	NA	1.55818110179059	-1.68963953589734	1.71190826535313	NA	0.0113468473333712	0.00414546646636941	0.00116080938727582
regulation of dephosphorylation	NA	1.75659481130012	NA	NA	NA	0.0114114157488794	NA	NA
regulation of vascular endothelial cell proliferation	NA	1.73855289482185	NA	1.83816976737525	NA	0.0114272598471676	NA	0.00276983359420507
entrainment of circadian clock by photoperiod	NA	1.73789039522654	NA	1.53484218198313	NA	0.0114272598471676	NA	0.0494486625277288
purine deoxyribonucleoside monophosphate metabolic process	NA	1.77577483508565	NA	NA	NA	0.0114384261961289	NA	NA
GPI anchor metabolic process	NA	1.72085092853733	NA	1.52738267081533	NA	0.0114880115361274	NA	0.0402026985295415
mast cell activation	NA	1.65799297147091	-1.61116791103482	1.54558331742622	NA	0.011530522572776	0.0484695488717123	0.0227736264162795
regulation of receptor binding	NA	1.76238553994557	NA	NA	NA	0.0116603565342791	NA	NA
catecholamine secretion	NA	1.78705681695229	-1.74466375232025	NA	NA	0.011662010994743	0.0130976753650007	NA
epithelial cell morphogenesis	NA	1.73722406424894	NA	1.62208804253731	NA	0.0116836420320355	NA	0.0112187306369274
hormone biosynthetic process	NA	1.63106037392916	NA	NA	NA	0.01173345739351	NA	NA
xenophagy	NA	1.76067226717611	NA	NA	NA	0.011772955959872	NA	NA
response to interferon-alpha	NA	1.71976821229362	-1.6315349466579	1.83609476486712	NA	0.011821715028521	0.0406918195749147	0.00352766002355919
hematopoietic stem cell differentiation	NA	1.7327659940884	NA	1.84649687995535	NA	0.0119174561433919	NA	0.00103527423843056
T-helper cell lineage commitment	NA	1.75445514745848	NA	1.67775776637319	NA	0.0119868514457393	NA	0.0123970545070384
membrane protein intracellular domain proteolysis	NA	1.76701529415572	NA	NA	NA	0.0120912336225097	NA	NA
regulation of B cell proliferation	NA	1.62610582255364	NA	1.768862139739	NA	0.0120912336225097	NA	0.00233486181034289
positive regulation of cation transmembrane transport	NA	1.52576821756556	NA	NA	NA	0.0120912336225097	NA	NA
response to cocaine	NA	1.69322659573575	NA	NA	NA	0.0121235559709071	NA	NA
connective tissue replacement	NA	1.76332008805162	NA	1.59055672493858	NA	0.0122098867464993	NA	0.0326471318752695
cellular response to aldehyde	NA	1.79733262538637	NA	NA	NA	0.0122184234100837	NA	NA
negative regulation of B cell mediated immunity	NA	1.75842385966423	NA	NA	NA	0.0122478452136028	NA	NA
negative regulation of immunoglobulin mediated immune response	NA	1.75842385966423	NA	NA	NA	0.0122478452136028	NA	NA
regulation of myelination	NA	1.71719472806104	NA	1.76735849722612	NA	0.012273873436663	NA	0.00287492923880777
regulation of T cell mediated immune response to tumor cell	NA	1.764280291416	NA	NA	NA	0.0122832840224661	NA	NA
endocytosis involved in viral entry into host cell	NA	1.75852922956106	NA	NA	NA	0.0123100471418908	NA	NA
regulation of mammary gland epithelial cell proliferation	NA	1.73473198386572	NA	NA	NA	0.0123100471418908	NA	NA
oligopeptide transport	NA	1.77515634057037	NA	NA	NA	0.0123168667653125	NA	NA
B cell apoptotic process	NA	1.72944646078495	NA	NA	NA	0.0123515369116749	NA	NA
glutamatergic neuron differentiation	NA	1.76251929953855	-1.62609531556666	NA	NA	0.0123916763710744	0.0387090025270389	NA
negative regulation of peptidyl-threonine phosphorylation	NA	1.7336277185143	NA	NA	NA	0.0124272831675443	NA	NA
regulation of humoral immune response	NA	1.75530456071553	NA	NA	NA	0.0124291790184462	NA	NA
dendritic spine maintenance	NA	1.74722270213326	-1.66055848456246	1.61254021192037	NA	0.0124291790184462	0.0264656718694241	0.0307451895104696
negative regulation of calcium ion import	NA	1.77516817022671	NA	NA	NA	0.0124344962180179	NA	NA
regulatory T cell differentiation	NA	1.75661731169744	NA	NA	NA	0.0124758027242252	NA	NA
regulation of intrinsic apoptotic signaling pathway by p53 class mediator	NA	1.75557433000286	NA	NA	NA	0.0124758027242252	NA	NA
microtubule bundle formation	NA	-1.49583465492087	-1.47074334843815	NA	NA	0.0124969423790292	0.0261799041029876	NA
gonadotropin secretion	NA	1.75620525083729	NA	NA	NA	0.0125173989351686	NA	NA
metanephric tubule development	NA	1.77339122704937	NA	NA	NA	0.0125293828464984	NA	NA
blood vessel endothelial cell differentiation	NA	1.77271766759267	NA	1.87712524545672	NA	0.0125306990300327	NA	0.00210836163509395
lamellipodium morphogenesis	NA	1.74769944502184	NA	1.6120768527809	NA	0.0125611090655246	NA	0.0376543876118094
regulation of peptidyl-serine phosphorylation	NA	1.59473886707803	-2.11000150256912	1.64543561246647	NA	0.0126032497952182	2.0828811980241e-05	0.00664119404915574
negative regulation of lymphocyte differentiation	NA	1.62032840755994	-1.59048885231495	1.5303109899781	NA	0.012635371543693	0.0405084753621314	0.0285250412828162
negative regulation of neuron projection regeneration	NA	1.76081653880658	NA	1.85160840410143	NA	0.0127058376923469	NA	0.00273694563937437
regulation of synaptic vesicle endocytosis	NA	1.73888440651815	NA	NA	NA	0.0127058376923469	NA	NA
positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	NA	1.74961124632278	NA	1.86324424084743	NA	0.0127300135287151	NA	0.0030108053162671
positive regulation of vascular associated smooth muscle cell migration	NA	1.79253277076936	NA	1.64078635577291	NA	0.0127384607295352	NA	0.0189998948047869
megakaryocyte development	NA	1.77251407689699	NA	1.66470557872725	NA	0.0127384607295352	NA	0.0201884783741635
animal organ maturation	NA	1.70629694802045	NA	1.58169676520247	NA	0.0127725454203609	NA	0.0220008042835019
negative regulation of lymphocyte migration	NA	1.76002691395439	NA	NA	NA	0.0128030747694553	NA	NA
sphingoid metabolic process	NA	1.73676525220244	NA	NA	NA	0.0128070821073028	NA	NA
cardiac neural crest cell development involved in outflow tract morphogenesis	NA	1.74769943149971	NA	NA	NA	0.0128247085195782	NA	NA
negative regulation of vascular associated smooth muscle cell migration	NA	1.77092248255704	NA	NA	NA	0.0128384022354272	NA	NA
negative regulation of motor neuron apoptotic process	NA	1.77081280980755	NA	NA	NA	0.0128384022354272	NA	NA
positive regulation of transforming growth factor beta production	NA	1.74081017398737	NA	NA	NA	0.0129971743993588	NA	NA
layer formation in cerebral cortex	NA	1.74837134331079	NA	NA	NA	0.0131098989428785	NA	NA
embryonic hindlimb morphogenesis	NA	1.72290821661322	NA	1.59022671852678	NA	0.0131098989428785	NA	0.0191438803038103
fibroblast apoptotic process	NA	1.70231636246377	NA	NA	NA	0.0131098989428785	NA	NA
pyrimidine nucleotide-sugar transmembrane transport	NA	1.76510712003584	NA	NA	NA	0.0131502775886363	NA	NA
vitamin K metabolic process	NA	1.76472328659188	NA	NA	NA	0.0131502775886363	NA	NA
thrombin-activated receptor signaling pathway	NA	1.76282994159277	NA	NA	NA	0.0131502775886363	NA	NA
fucose metabolic process	NA	1.74564068737388	-1.70843802313509	NA	NA	0.0132167407236735	0.0164126660113318	NA
negative regulation of epithelial cell apoptotic process	NA	1.71999695766815	NA	NA	NA	0.0132167407236735	NA	NA
sensory perception of pain	NA	1.58662463238476	NA	1.55549542223584	NA	0.0132391287982006	NA	0.0278520884919967
metanephric nephron epithelium development	NA	1.77093197060276	NA	NA	NA	0.0132831446171511	NA	NA
embryonic pattern specification	NA	1.64510170595138	NA	NA	NA	0.0132831446171511	NA	NA
regulation of heart rate	NA	1.55932847593453	NA	NA	NA	0.0133052889189133	NA	NA
Fc receptor mediated stimulatory signaling pathway	NA	1.77249788836592	NA	1.75510109053656	NA	0.0133486367089672	NA	0.00408831045078669
positive regulation of natural killer cell mediated immunity	NA	1.72936243074987	NA	NA	NA	0.0133738414294039	NA	NA
negative regulation of cell adhesion mediated by integrin	NA	1.76171377034464	NA	NA	NA	0.0133831596112845	NA	NA
regulation of synaptic vesicle fusion to presynaptic active zone membrane	NA	1.72348484880208	NA	NA	NA	0.0133831596112845	NA	NA
regulation of synaptic vesicle membrane organization	NA	1.72348484880208	NA	NA	NA	0.0133831596112845	NA	NA
axon extension involved in axon guidance	NA	1.73661079095727	NA	1.59870505585594	NA	0.0134209152472392	NA	0.0328972400608072
neuron projection extension involved in neuron projection guidance	NA	1.73661079095727	NA	1.59870505585594	NA	0.0134209152472392	NA	0.0328972400608072
glomerulus vasculature development	NA	1.70133044357753	NA	NA	NA	0.0134209152472392	NA	NA
positive regulation of mesenchymal cell proliferation	NA	1.72822240930736	-1.80394458455617	1.59768811549594	NA	0.013476172189068	0.00801327233114731	0.0283737369597584
negative regulation of T cell apoptotic process	NA	1.7735083700381	-1.85711983403248	NA	NA	0.0134894441519617	0.00720413602808628	NA
interleukin-12 production	NA	1.60880072123245	-1.59114571338872	1.62880195139093	NA	0.0134955531657023	0.0321828129445175	0.0166646683550008
regulation of interleukin-12 production	NA	1.60880072123245	-1.59114571338872	1.62880195139093	NA	0.0134955531657023	0.0321828129445175	0.0166646683550008
secretion by tissue	NA	1.74010388255786	NA	NA	NA	0.0137089430992966	NA	NA
regulation of striated muscle tissue development	NA	1.64378933063964	-1.56970881118916	NA	NA	0.0137089430992966	0.0444102485035632	NA
regulation of mast cell degranulation	NA	1.74250450120556	NA	1.64607788177318	NA	0.0137435902814307	NA	0.0194638749705443
cellular response to fatty acid	NA	1.7681070706767	NA	NA	NA	0.0137919926289719	NA	NA
positive regulation of calcium ion transmembrane transport	NA	1.59260601934915	NA	NA	NA	0.0137919926289719	NA	NA
activation of NF-kappaB-inducing kinase activity	NA	1.75969309669818	NA	NA	NA	0.0138147023654046	NA	NA
synaptic vesicle exocytosis	NA	1.53728648964494	NA	1.76705787296635	NA	0.0138476087144942	NA	0.00155958420977639
regulation of hair cycle	NA	1.69583315571475	-1.92310286880927	NA	NA	0.0138582739157636	0.00329079907350606	NA
sulfur compound transport	NA	1.64188620136296	NA	1.49147186589323	NA	0.013917905637763	NA	0.0411541619896105
positive regulation of muscle cell apoptotic process	NA	1.73618432418119	NA	NA	NA	0.0139736608348922	NA	NA
respiratory system process	NA	1.69822926911727	NA	NA	NA	0.0139902814728144	NA	NA
L-serine metabolic process	NA	1.74132557231526	NA	NA	NA	0.0140093116388258	NA	NA
negative regulation of epidermal growth factor-activated receptor activity	NA	1.74046980244117	-1.69273320530343	NA	NA	0.0140093116388258	0.0221405850747925	NA
peptidyl-L-cysteine S-palmitoylation	NA	1.71234960821839	NA	NA	NA	0.014046841297873	NA	NA
peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine	NA	1.71234960821839	NA	NA	NA	0.014046841297873	NA	NA
positive regulation of alpha-beta T cell proliferation	NA	1.72963473325121	-1.88878907895776	NA	NA	0.0140943972233853	0.00344881592162916	NA
aminoglycan catabolic process	NA	1.73163369571821	-1.56774061488048	NA	NA	0.0142026922504289	0.0445346023528235	NA
response to redox state	NA	1.73599080161091	NA	NA	NA	0.014344900652139	NA	NA
multicellular organismal-level iron ion homeostasis	NA	1.7262370658465	NA	NA	NA	0.0144469698214066	NA	NA
negative regulation of interleukin-17 production	NA	1.74864213872565	NA	1.64862065020314	NA	0.0145733062661043	NA	0.0195347618454834
astrocyte development	NA	1.73048310022019	NA	1.57051587482849	NA	0.0146095454503611	NA	0.0194559723909523
leukocyte activation involved in inflammatory response	NA	1.73017045529444	NA	NA	NA	0.0146095454503611	NA	NA
response to acetylcholine	NA	1.69919090857847	NA	NA	NA	0.0146095454503611	NA	NA
L-aspartate transmembrane transport	NA	1.75212253711897	NA	NA	NA	0.0146398545973362	NA	NA
carbohydrate mediated signaling	NA	1.75175199220332	NA	NA	NA	0.0146398545973362	NA	NA
neuroendocrine cell differentiation	NA	1.74950563047026	NA	NA	NA	0.0146398545973362	NA	NA
transforming growth factor beta1 production	NA	1.74542518775772	NA	NA	NA	0.0146398545973362	NA	NA
regulation of transforming growth factor beta1 production	NA	1.74542518775772	NA	NA	NA	0.0146398545973362	NA	NA
negative regulation of D-glucose transmembrane transport	NA	1.70670954564433	NA	NA	NA	0.0147243471005215	NA	NA
epithelial to mesenchymal transition involved in endocardial cushion formation	NA	1.7476812308979	NA	1.68387688440774	NA	0.0147685067394591	NA	0.014638147655633
positive regulation of actin nucleation	NA	1.74670253624603	NA	NA	NA	0.0147685067394591	NA	NA
regulation of response to tumor cell	NA	1.6867843536867	NA	NA	NA	0.0147701063706796	NA	NA
synaptic vesicle membrane organization	NA	1.73743411522159	NA	NA	NA	0.0147952039787238	NA	NA
regulation of toll-like receptor 9 signaling pathway	NA	1.74695012589411	NA	NA	NA	0.014917217702988	NA	NA
hindlimb morphogenesis	NA	1.72298830695064	NA	1.63711506126186	NA	0.0149763277034722	NA	0.0122022653318961
macrophage proliferation	NA	1.74267421131921	NA	NA	NA	0.0150853271902308	NA	NA
neuronal action potential	NA	1.72636889025261	NA	NA	NA	0.0151257775502196	NA	NA
renal system vasculature development	NA	1.72193524321775	NA	NA	NA	0.0151257775502196	NA	NA
kidney vasculature development	NA	1.72193524321775	NA	NA	NA	0.0151257775502196	NA	NA
flagellated sperm motility	NA	-1.46899413719054	NA	NA	NA	0.0151884002374569	NA	NA
sperm motility	NA	-1.46899413719054	NA	NA	NA	0.0151884002374569	NA	NA
olfactory bulb development	NA	1.71572237896536	NA	NA	NA	0.0151982693778919	NA	NA
regulation of T-helper 17 type immune response	NA	1.68980468057822	-1.72544414677234	NA	NA	0.0153105721935912	0.0164293132156615	NA
GPI anchor biosynthetic process	NA	1.72063824824489	NA	NA	NA	0.0153499221638614	NA	NA
specification of animal organ identity	NA	1.73331203797696	-1.60509636401374	NA	NA	0.0154203801249652	0.0333788602687054	NA
spermatid nucleus differentiation	NA	1.68348505053288	NA	NA	NA	0.0154427247466224	NA	NA
sphingosine metabolic process	NA	1.68342820025861	NA	NA	NA	0.0154427247466224	NA	NA
vascular endothelial cell proliferation	NA	1.68178898790337	NA	1.87143407063126	NA	0.0154496936632588	NA	0.000847768668787789
heart trabecula morphogenesis	NA	1.67646609914244	NA	1.49599965690034	NA	0.015460858670354	NA	0.0382696339691069
nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	NA	1.67417299548138	NA	NA	NA	0.015460858670354	NA	NA
chloride transport	NA	1.51929126415584	NA	NA	NA	0.0155037175186337	NA	NA
response to amyloid-beta	NA	1.68228793027447	NA	1.84382669836501	NA	0.0155090878972132	NA	0.00087112861232097
cellular response to leucine starvation	NA	1.73036741526522	NA	NA	NA	0.0155303209528183	NA	NA
cellular hypotonic response	NA	1.7302796687976	NA	NA	NA	0.0155303209528183	NA	NA
adenylate cyclase-modulating G protein-coupled receptor signaling pathway	NA	1.43046178835671	-1.50864331411793	1.61504224668482	NA	0.0156400183974024	0.0168863360576022	0.000379400793675145
regulation of cardiac muscle cell proliferation	NA	1.69291159271995	NA	NA	NA	0.0156793903228526	NA	NA
protein localization to early endosome	NA	1.7564388458782	NA	1.60638737950995	NA	0.0156944898376025	NA	0.0305723721450155
cell migration involved in heart development	NA	1.71923677900617	NA	NA	NA	0.0156944898376025	NA	NA
negative regulation of platelet-derived growth factor receptor signaling pathway	NA	1.7217351376797	NA	NA	NA	0.0157524955208399	NA	NA
female gonad development	NA	1.57000390982105	-1.61935705256727	1.73410662056507	NA	0.0158924824978136	0.0106848294134027	0.00131786729814117
C21-steroid hormone metabolic process	NA	1.67014982619586	-1.56006467576165	NA	NA	0.0159140092269689	0.0400646674851023	NA
hair follicle maturation	NA	1.69572995781842	NA	NA	NA	0.0160534480932366	NA	NA
phospholipid dephosphorylation	NA	1.67379552757226	NA	NA	NA	0.0160534480932366	NA	NA
negative regulation of reactive oxygen species metabolic process	NA	1.67114089534719	NA	NA	NA	0.0160534480932366	NA	NA
anatomical structure arrangement	NA	1.73811378113112	NA	1.96074410201203	NA	0.0160767129895382	NA	0.000600722531384718
ganglioside biosynthetic process	NA	1.72338074402603	NA	NA	NA	0.0160945964156455	NA	NA
positive regulation of fibroblast migration	NA	1.72297055348533	NA	NA	NA	0.0160945964156455	NA	NA
cell-cell adhesion mediated by cadherin	NA	1.66740982809591	NA	NA	NA	0.0161190707915354	NA	NA
regulation of cell-cell adhesion mediated by integrin	NA	1.73492676559571	NA	NA	NA	0.0161974139707283	NA	NA
innervation	NA	1.70909316484481	NA	NA	NA	0.0161974139707283	NA	NA
regulation of miRNA-mediated gene silencing	NA	1.72463563838881	NA	1.62121316187991	NA	0.0162843151566663	NA	0.0143746768577913
negative regulation of axon extension	NA	1.72427521536393	-1.87753413300468	1.7788646366436	NA	0.0162843151566663	0.00199973865656166	0.00303773995695395
negative regulation of cartilage development	NA	1.70698465767673	NA	NA	NA	0.0164212990082225	NA	NA
L-glutamate transmembrane transport	NA	1.70559629869633	NA	NA	NA	0.0164212990082225	NA	NA
microtubule anchoring	NA	1.70329961867857	NA	1.84582646716698	NA	0.0164237638744379	NA	0.00236551339157203
response to hydroperoxide	NA	1.69263504696808	NA	1.73428355722061	NA	0.0164768566037483	NA	0.0134392495602624
negative regulation of interleukin-8 production	NA	1.73414080346085	NA	1.60157811093022	NA	0.0164964809156875	NA	0.0269088838437282
positive regulation of antigen receptor-mediated signaling pathway	NA	1.67461482083637	NA	NA	NA	0.0165328634549448	NA	NA
progesterone receptor signaling pathway	NA	1.73297213239811	NA	NA	NA	0.0165337796008436	NA	NA
response to lithium ion	NA	1.71467485958471	NA	NA	NA	0.0165971872597731	NA	NA
detection of light stimulus involved in visual perception	NA	-1.76973767152342	NA	NA	NA	0.016630458016868	NA	NA
detection of light stimulus involved in sensory perception	NA	-1.76973767152342	NA	NA	NA	0.016630458016868	NA	NA
neuron fate specification	NA	1.69835317746936	NA	NA	NA	0.0166325080305777	NA	NA
complement activation, classical pathway	NA	1.69607077655901	NA	NA	NA	0.0166325080305777	NA	NA
cellular response to acetylcholine	NA	1.7412824133189	NA	NA	NA	0.0166944453679632	NA	NA
defense response to fungus	NA	1.68514617627727	NA	NA	NA	0.0167186413082564	NA	NA
acetyl-CoA biosynthetic process	NA	1.7333579272233	NA	1.6525570224803	NA	0.0167543922976411	NA	0.0168776838362627
synaptic membrane adhesion	NA	1.73185441718083	NA	NA	NA	0.0167543922976411	NA	NA
regulation of post-transcriptional gene silencing	NA	1.72695826226418	NA	1.67467081371742	NA	0.0167630612473166	NA	0.00701001076603149
adhesion of symbiont to host cell	NA	1.73044105873957	NA	NA	NA	0.0168292338673468	NA	NA
regulation of cellular response to vascular endothelial growth factor stimulus	NA	1.68960878813938	NA	NA	NA	0.0168539784764387	NA	NA
regulation of macrophage differentiation	NA	1.69782210679668	NA	NA	NA	0.0168647440318448	NA	NA
modified amino acid transport	NA	1.65944177284895	NA	1.4928187119332	NA	0.0168805547319492	NA	0.039651207674576
positive regulation of myeloid leukocyte mediated immunity	NA	1.71559720316755	NA	1.63977574191417	NA	0.0169442657528423	NA	0.0196519683084479
glial cell activation	NA	1.65493118855054	NA	1.52643867561694	NA	0.0169442657528423	NA	0.0263476165520836
regulation of bicellular tight junction assembly	NA	1.7295941804618	NA	NA	NA	0.016956005776211	NA	NA
positive regulation of vascular endothelial cell proliferation	NA	1.74840265364332	NA	NA	NA	0.0171846966377924	NA	NA
associative learning	NA	1.53312400672134	-1.82269300857607	1.62031777438016	NA	0.0171925868728903	0.00494088755102819	0.00811183216772703
negative regulation of gliogenesis	NA	1.72128228653726	NA	NA	NA	0.0171963400656651	NA	NA
negative regulation of vascular endothelial growth factor receptor signaling pathway	NA	1.72870798423113	NA	NA	NA	0.0172495260688737	NA	NA
regulation of amyloid-beta formation	NA	1.67091113695657	NA	NA	NA	0.0172505560321521	NA	NA
nuclear-transcribed mRNA poly(A) tail shortening	NA	1.6663989023389	NA	1.84236224886214	NA	0.0172505560321521	NA	0.00117381694115792
action potential	NA	1.45669083483529	NA	1.58539776415085	NA	0.017327959124869	NA	0.00570616959899376
regulation of microvillus organization	NA	1.72648983811792	NA	NA	NA	0.0175720722353022	NA	NA
microtubule anchoring at microtubule organizing center	NA	1.71187433833683	NA	1.75308949016201	NA	0.0176104371467332	NA	0.00735984518815094
positive regulation of glycogen biosynthetic process	NA	1.71113930986965	NA	NA	NA	0.0176104371467332	NA	NA
response to protozoan	NA	1.67642306330773	NA	NA	NA	0.0176104371467332	NA	NA
regulation of execution phase of apoptosis	NA	1.72699095093133	NA	NA	NA	0.0176117155609576	NA	NA
neuron recognition	NA	1.6643710088354	NA	NA	NA	0.0177009843178278	NA	NA
metanephric nephron morphogenesis	NA	1.72539308269283	-1.60670784668132	NA	NA	0.0178191546523678	0.0491510940970209	NA
cochlea morphogenesis	NA	1.70971443336287	NA	NA	NA	0.0178191546523678	NA	NA
regulation of Wnt signaling pathway, planar cell polarity pathway	NA	1.70917426813158	NA	NA	NA	0.0178191546523678	NA	NA
regulation of monoatomic anion transport	NA	1.70873952468085	NA	NA	NA	0.0178191546523678	NA	NA
